Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Sudan (former),,1968,870000,2200000,12300000,,,3000000,
Sudan (former),,1969,880000,2150000,12402000,,,2980000,
Sudan (former),,1970,885000,2200000,12600000,,,3000000,
Sudan (former),,1971,905000,2200000,12800000,,,3050000,
Sudan (former),,1972,940000,2200000,12960000,,,3100000,
Sudan (former),,1973,1020000,2430000,13090000,,,3275000,
Sudan (former),,1974,1025000,2630000,13400000,,,3450000,
Sudan (former),,1975,1095000,2730000,13550000,,,3770000,
Sudan (former),,1976,1145000,2815000,13650000,,,4000000,
Sudan (former),,1977,1200000,2900000,13800000,,,4100000,
Sudan (former),,1978,1250000,3050000,14400000,,,4300000,
Sudan (former),,1979,1369000,3265000,15000000,,,4600000,
Sudan (former),,1980,1425000,3382000,16300000,,,4700000,
Sudan (former),,1981,1551350,2769230,18500000,,,4857000,
Sudan (former),,1982,1500000,2240000,18500000,,,4000000,
Sudan (former),,1983,1399394,2338461,19000000,,,4012500,
Sudan (former),,1984,1584240,2323000,19000000,,,4418750,
Sudan (former),,1985,1619000,2323000,19500000,,,4593750,
Sudan (former),,1986,1500000,2146000,20000000,,,3825000,
Sudan (former),,1987,1398000,2169000,20500000,,,3962500,
Sudan (former),,1988,1498191,2502000,20458000,,,4169263,
Sudan (former),,1989,1539723,2616200,21029000,,,4257722,
Sudan (former),,1990,1592488,2691300,21616000,,,4353727,
Sudan (former),,1991,1689287,4000000,22420000,,,4504849,
Sudan (former),,1992,1800000,5307690,23100000,,,5250000,
Sudan (former),,1993,1970000,6538460,23600000,,,6875000,
Sudan (former),,1994,2050000,7143620,24000000,,,8000000,
Sudan (former),,1995,2150000,8475230,25000000,,,9500000,
Sudan (former),,1996,2198107,8667620,26800000,,,10500000,
Sudan (former),,1997,2300000,9384615,25000000,,,12500000,
Sudan (former),,1998,2400000,10500000,25000000,,,15603000,
Sudan (former),,1999,2510000,11900000,25500000,,,17000000,
Sudan (former),,2000,2600000,12800000,26000000,,,18000000,
Sudan (former),,2001,2680000,13400000,26500000,,,19000000,
Sudan (former),,2002,2680000,14600000,27000000,,,19500000,
Sudan (former),,2003,2800000,14850000,29000000,,,19687000,
Sudan (former),,2004,2800000,15005000,37000000,,,19891200,
Sudan (former),,2005,2850000,15517400,30500000,,,20570000,
Sudan (former),,2006,2900000,17991000,25000000,,,24239000,
Sudan (former),,2007,2800000,18250000,27000000,,,24281000,
Sudan (former),,2008,2800000,18550000,27000000,,,26333000,
Sudan (former),,2009,2810000,18875000,28000000,,,24781000,
Sudan (former),,2010,2820000,19125000,38000000,,,25635000,
Sudan (former),,2011,2840000,19437500,40000000,,,19286000,
Suriname,SUR,1961,5598,4600,2750000,,3752,1350,25000
Suriname,SUR,1962,5630,5500,2750000,,4773,1600,32000
Suriname,SUR,1963,5376,4700,2750000,,5735,1670,27000
Suriname,SUR,1964,6052,4100,2850000,,5750,1500,26000
Suriname,SUR,1965,5990,3800,2850000,,5041,1250,25000
Suriname,SUR,1966,7243,3100,2950000,,5332,1280,30000
Suriname,SUR,1967,7653,2800,3050000,,5571,1300,32000
Suriname,SUR,1968,8488,2700,3100000,,6204,1280,33000
Suriname,SUR,1969,9398,2200,3200000,,8300,1000,34000
Suriname,SUR,1970,8423,2100,3300000,,7491,900,35000
Suriname,SUR,1971,7915,2100,3300000,,9491,1050,36000
Suriname,SUR,1972,8008,2200,3500000,,9738,1000,36000
Suriname,SUR,1973,7908,2200,4160000,,10889,1150,36000
Suriname,SUR,1974,7039,2200,4700000,,11984,1480,37000
Suriname,SUR,1975,7854,2200,4950000,,12794,1450,37000
Suriname,SUR,1976,7375,2300,4620000,,11219,1450,38000
Suriname,SUR,1977,6986,2300,4930000,,11759,1380,38000
Suriname,SUR,1978,7929,2300,6160000,,12981,750,39000
Suriname,SUR,1979,8002,2600,6440000,,13710,650,39000
Suriname,SUR,1980,8069,3000,6470000,,14939,1000,40000
Suriname,SUR,1981,8121,2650,6000000,,14697,1340,40000
Suriname,SUR,1982,8363,1760,6200000,,13732,1070,41000
Suriname,SUR,1983,8500,1850,6200000,,15300,900,42000
Suriname,SUR,1984,8728,2400,6300000,,18025,1200,42000
Suriname,SUR,1985,9684,2250,7450000,,20607,1100,43000
Suriname,SUR,1986,7622,2450,6500000,,19015,1500,44000
Suriname,SUR,1987,7296,2840,6300000,,18776,1900,45000
Suriname,SUR,1988,8205,3900,6800000,,19433,2700,45000
Suriname,SUR,1989,11863,3840,7200000,,24052,2900,45000
Suriname,SUR,1990,14700,3990,7613000,,24243,3300,46000
Suriname,SUR,1991,17700,3750,6345000,,28700,3000,193000
Suriname,SUR,1992,17000,3595,5264000,,22848,3000,198000
Suriname,SUR,1993,16000,3600,4500000,,23400,2700,203000
Suriname,SUR,1994,12000,3230,2867000,,25800,2500,209000
Suriname,SUR,1995,13000,2298,2249000,,15000,2450,214000
Suriname,SUR,1996,11900,2930,2308000,,14168,2900,219000
Suriname,SUR,1997,13021,3040,2845000,,15707,2500,225000
Suriname,SUR,1998,13887,2810,1986000,,15753,2500,230000
Suriname,SUR,1999,15047,2960,2828000,,17145,2650,236000
Suriname,SUR,2000,12914,2080,2886000,,19377,1840,241000
Suriname,SUR,2001,12005,2110,3355000,,20226,1885,247000
Suriname,SUR,2002,10295,2200,3461000,,21100,1860,252000
Suriname,SUR,2003,9870,1935,3438000,,20031,1675,258000
Suriname,SUR,2004,9350,1800,3630000,,24000,1675,259000
Suriname,SUR,2005,8430,1500,4060000,,24500,1675,274000
Suriname,SUR,2006,8699,1500,4139000,,23879,1573,300000
Suriname,SUR,2007,8719,1300,5940000,,23465,1357,300000
Suriname,SUR,2008,9807,1300,4898000,,22941,1407,250000
Suriname,SUR,2009,10722,1600,5446000,,24853,1593,250000
Suriname,SUR,2010,11630,1500,5662000,,27627,1487,320000
Suriname,SUR,2011,11049,286,5331000,,29521,1142,252000
Suriname,SUR,2012,10407,293,5784000,,27653,1174,300000
Suriname,SUR,2013,9278,265,4317000,,27176,1059,350000
Suriname,SUR,2014,8472,532,4566000,,31398,1064,350000
Suriname,SUR,2015,7524,508,4770000,,31209,1015,420000
Suriname,SUR,2016,9698,643,4571000,,34673,1287,420000
Suriname,SUR,2017,10122,573,5706000,,32512,1147,400000
Suriname,SUR,2018,8619,517,6423000,,30209,1033,400000
Suriname,SUR,2019,8318,579,7195000,,31747,1157,400000
Suriname,SUR,2020,9053,411,6872000,,30213,821,400000
Suriname,SUR,2021,8872,501,7690000,,30817,1002,400000
Suriname,SUR,2022,8641,497,7679000,,31813,993,410000
Sweden,SWE,1961,1096430,,15833000,150000,2979190,81650,
Sweden,SWE,1962,1184850,,14166000,200000,3147380,92790,
Sweden,SWE,1963,1213090,,15833000,250000,2941810,105730,
Sweden,SWE,1964,1056790,,15666000,290000,2974300,123290,
Sweden,SWE,1965,926900,,16833000,300000,3059500,134800,
Sweden,SWE,1966,998800,,18000000,348000,3128200,164800,
Sweden,SWE,1967,917700,,23000000,348000,3257300,166400,
Sweden,SWE,1968,800800,,25579000,348000,3424900,191800,
Sweden,SWE,1969,848000,,26647000,458000,3353300,227800,
Sweden,SWE,1970,843817,,26009000,547000,3317129,220427,
Sweden,SWE,1971,740703,,27824000,344000,3586153,208555,
Sweden,SWE,1972,622110,,32256000,276000,3855467,196379,
Sweden,SWE,1973,627770,,34990000,470000,3620798,214210,
Sweden,SWE,1974,720232,,38380000,530000,3751492,260299,
Sweden,SWE,1975,705407,,37910000,540000,3792155,265529,
Sweden,SWE,1976,705524,,39620000,472000,3895692,292206,
Sweden,SWE,1977,681693,,38200000,439000,4031670,300796,
Sweden,SWE,1978,667259,,40680000,526000,4076787,298569,
Sweden,SWE,1979,678043,,42100000,573000,4115039,295957,
Sweden,SWE,1980,704048,,43307000,645000,4153366,301975,
Sweden,SWE,1981,714949,,44781000,684000,4178919,311645,
Sweden,SWE,1982,731434,,41635000,530000,4251703,327934,
Sweden,SWE,1983,730083,,40743000,679000,4145658,333300,
Sweden,SWE,1984,713385,,39441000,473000,4207929,331473,
Sweden,SWE,1985,738149,,39694000,554000,4271013,324326,
Sweden,SWE,1986,689903,,37775000,576000,3918019,305438,
Sweden,SWE,1987,598504,,34234000,729000,3615116,284234,
Sweden,SWE,1988,540994,,32948000,790000,3711127,278413,
Sweden,SWE,1989,577412,,36859000,673000,3824363,298247,
Sweden,SWE,1990,587601,,38899000,660000,3602088,273880,
Sweden,SWE,1991,545854,,43308000,591000,3339324,230578,
Sweden,SWE,1992,515842,,43648000,610000,3402261,287273,
Sweden,SWE,1993,531561,,48300000,641000,3626653,222473,
Sweden,SWE,1994,529081,,56686000,742000,3772657,219851,
Sweden,SWE,1995,531620,,61313000,740000,3742660,188632,
Sweden,SWE,1996,513610,,63228000,740000,3844000,201300,
Sweden,SWE,1997,574600,,65987000,740000,3914600,190100,
Sweden,SWE,1998,538300,,65800000,700000,3872880,183312,
Sweden,SWE,1999,518280,,66608000,700000,3797533,190579,
Sweden,SWE,2000,528960,,68617000,650000,3251100,202150,
Sweden,SWE,2001,498270,,73356000,650000,3197800,197400,
Sweden,SWE,2002,506660,,77383000,650000,3282100,196677,
Sweden,SWE,2003,485760,,74742000,650000,3304939,192073,
Sweden,SWE,2004,491880,,69628000,600000,3364830,193228,
Sweden,SWE,2005,466079,,73458000,565000,3159930,205980,
Sweden,SWE,2006,466141,,72906000,490000,3022262,212907,
Sweden,SWE,2007,449711,,73666000,430000,3004115,231008,
Sweden,SWE,2008,430120,,75086000,471000,3072876,234875,
Sweden,SWE,2009,459480,,73504000,477000,2956433,255067,
Sweden,SWE,2010,451140,,78507000,495000,2936240,254635,
Sweden,SWE,2011,456120,,78182000,574000,2845390,261570,
Sweden,SWE,2012,419940,,76840000,466000,2585680,260170,
Sweden,SWE,2013,417380,,81826000,452000,2555860,252530,
Sweden,SWE,2014,430820,,91479000,421000,2566040,257800,
Sweden,SWE,2015,466720,,97559000,465000,2560450,256010,
Sweden,SWE,2016,411020,,102401000,518000,2526500,251200,
Sweden,SWE,2017,406030,,103407000,511000,2576290,261600,
Sweden,SWE,2018,435130,1370,98503000,509000,2659270,297400,
Sweden,SWE,2019,441780,1390,103451000,497000,2586030,270620,
Sweden,SWE,2020,443690,1000,107186000,512000,2635910,257940,
Sweden,SWE,2021,420950,670,112403000,520000,2664370,245210,
Sweden,SWE,2022,421240,950,109581000,526000,2685760,244390,
Switzerland,CHE,1961,809697,70644,4250000,0,1620736,115162,
Switzerland,CHE,1962,852596,71863,4830000,0,1500706,119130,
Switzerland,CHE,1963,834587,65874,7000000,0,1576095,121774,
Switzerland,CHE,1964,777139,60854,8750000,0,1700417,112010,
Switzerland,CHE,1965,770058,58000,10300000,0,1911243,107575,
Switzerland,CHE,1966,786422,56369,11300000,0,1899018,115932,
Switzerland,CHE,1967,787973,53955,12100000,0,2012512,120647,
Switzerland,CHE,1968,808962,55847,12500000,0,2293827,138130,
Switzerland,CHE,1969,773610,55048,12900000,0,2425106,146200,
Switzerland,CHE,1970,814075,50870,13500000,0,2386635,145096,
Switzerland,CHE,1971,820710,43401,14600000,0,2543879,151103,
Switzerland,CHE,1972,740615,40643,16130000,0,2756402,147784,
Switzerland,CHE,1973,747134,40560,17050000,0,2915777,134613,
Switzerland,CHE,1974,813817,44945,17600000,0,2930358,146022,
Switzerland,CHE,1975,803591,44328,16070000,0,2899752,153737,
Switzerland,CHE,1976,831988,47046,16520000,0,3000846,178131,
Switzerland,CHE,1977,828683,48683,17180000,0,3195724,186511,
Switzerland,CHE,1978,825271,47340,17610000,0,3150207,176110,
Switzerland,CHE,1979,868209,50178,18595000,0,3211619,186307,
Switzerland,CHE,1980,902759,49954,18698000,0,3398667,195269,
Switzerland,CHE,1981,840591,49600,19798000,0,3357488,181980,
Switzerland,CHE,1982,847810,50003,19950000,0,3490056,178269,
Switzerland,CHE,1983,798180,50837,20205000,0,3547558,172313,
Switzerland,CHE,1984,836120,50608,21131000,0,3368340,181676,
Switzerland,CHE,1985,845000,50759,22500000,0,3428476,189956,
Switzerland,CHE,1986,838590,50360,23103000,0,3434235,195233,
Switzerland,CHE,1987,861281,50067,24097000,0,3384707,201022,
Switzerland,CHE,1988,773245,51072,26300000,0,3353391,210239,
Switzerland,CHE,1989,769485,44370,27200000,0,3413553,205717,
Switzerland,CHE,1990,789512,46071,27000000,278000,3283569,224116,
Switzerland,CHE,1991,838452,42161,27000000,360000,3195510,256533,
Switzerland,CHE,1992,820356,41152,27500000,460000,3179417,280109,
Switzerland,CHE,1993,774766,37049,28500000,410000,3174241,275180,
Switzerland,CHE,1994,712661,34630,29000000,440000,2999235,263985,
Switzerland,CHE,1995,737375,36044,29000000,490000,3002620,267237,
Switzerland,CHE,1996,810130,37811,29000000,490000,2641814,297273,
Switzerland,CHE,1997,778096,36923,31300000,475000,2545398,309688,
Switzerland,CHE,1998,746487,39291,33907000,595000,2738418,298373,
Switzerland,CHE,1999,742940,38366,34600000,545000,2694300,316490,
Switzerland,CHE,2000,654953,41110,39448000,520000,2645081,284010,
Switzerland,CHE,2001,679677,42742,39778000,470000,2765186,298761,
Switzerland,CHE,2002,686652,42493,41086000,490000,2748495,293721,
Switzerland,CHE,2003,671447,42938,44800000,480000,2662905,301894,
Switzerland,CHE,2004,642238,44126,48000000,520000,2624978,318862,
Switzerland,CHE,2005,623049,50201,46000000,540000,2729779,303084,
Switzerland,CHE,2006,633193,43605,37000000,520000,2819133,293291,
Switzerland,CHE,2007,615308,44613,45000000,310000,2798155,275220,
Switzerland,CHE,2008,623701,46833,49500000,220000,2659789,271491,
Switzerland,CHE,2009,650392,42795,50000000,215000,2724693,264389,
Switzerland,CHE,2010,651670,43198,53000000,225000,2859112,267568,
Switzerland,CHE,2011,656723,45266,56000000,228000,2839811,264185,
Switzerland,CHE,2012,650663,45926,58800000,220000,2774446,249911,
Switzerland,CHE,2013,647971,44109,61600000,239000,2690327,240438,
Switzerland,CHE,2014,649272,33779,65993000,266000,2742441,218647,
Switzerland,CHE,2015,629547,33421,67469000,260000,2744669,210816,
Switzerland,CHE,2016,629338,34495,68433000,280000,2670592,220075,
Switzerland,CHE,2017,605667,36890,72267000,300000,2652224,221479,
Switzerland,CHE,2018,628644,39431,73864000,361000,2568789,242943,
Switzerland,CHE,2019,615963,41307,76440000,352000,2461742,243962,
Switzerland,CHE,2020,605109,40790,81046000,405000,2486256,234111,
Switzerland,CHE,2021,598691,42663,82689000,382000,2544399,235812,
Switzerland,CHE,2022,595925,43504,87016000,389000,2543372,228556,
Syria,SYR,1961,75000,155000,2965000,170000,,1628000,17000
Syria,SYR,1962,100000,190000,3760000,170000,,1843000,17000
Syria,SYR,1963,100000,240000,4660000,180000,,1901000,17000
Syria,SYR,1964,95000,298000,5200000,200000,,1845000,17000
Syria,SYR,1965,105000,318000,7500000,190000,,2028000,19000
Syria,SYR,1966,90000,360000,7400000,210000,,1905000,20000
Syria,SYR,1967,90000,260000,9000000,230000,,2086000,23000
Syria,SYR,1968,90000,310000,8000000,210000,,1900000,15000
Syria,SYR,1969,90000,305000,8500000,210000,,2200000,15000
Syria,SYR,1970,95000,310000,8000000,220000,,2200000,18000
Syria,SYR,1971,95000,310000,11000000,220000,,2350000,21000
Syria,SYR,1972,80000,310000,12500000,200000,,2250000,24000
Syria,SYR,1973,102000,275700,10359000,210000,,2300000,35000
Syria,SYR,1974,115000,300000,12500000,260000,,2700000,40000
Syria,SYR,1975,128000,363000,20000000,300000,,2650000,45000
Syria,SYR,1976,132000,280200,17680000,300000,,2473800,52000
Syria,SYR,1977,139800,298700,22100000,300000,,3131600,65000
Syria,SYR,1978,163900,340300,29000000,300000,,3287400,75000
Syria,SYR,1979,226700,318000,35492000,290000,,4181000,75000
Syria,SYR,1980,238300,396600,40749000,280000,,4535000,72000
Syria,SYR,1981,295800,386000,66966000,280000,,4649000,71000
Syria,SYR,1982,329000,394000,70000000,280000,,4722000,62000
Syria,SYR,1983,306365,424000,67000000,250000,,4833000,54000
Syria,SYR,1984,275000,455000,72000000,220000,,5000000,48000
Syria,SYR,1985,270000,420000,64000000,190000,,4945000,43000
Syria,SYR,1986,272727,332000,63477000,180000,,4998111,39000
Syria,SYR,1987,265000,316000,55000000,180000,,5428056,32000
Syria,SYR,1988,280000,318667,61344000,180000,,5926944,35000
Syria,SYR,1989,276309,374424,49026000,210000,,6291556,40000
Syria,SYR,1990,293618,362180,59651000,210000,,6322500,46000
Syria,SYR,1991,296545,292120,61328000,200000,,6907555,36000
Syria,SYR,1992,260363,281758,83240000,200000,,6278000,43000
Syria,SYR,1993,260427,357575,76896000,200000,,5118000,43000
Syria,SYR,1994,277227,324545,75304000,250000,,6675722,44000
Syria,SYR,1995,307566,353818,85365000,250000,,7262889,46000
Syria,SYR,1996,363636,446970,81821000,230000,,6496000,46000
Syria,SYR,1997,380045,325697,92814000,210000,,6743300,47000
Syria,SYR,1998,394509,356848,97243000,190000,,6426400,44000
Syria,SYR,1999,425000,321455,104380000,190000,,6797800,52000
Syria,SYR,2000,428000,280788,106602000,180000,,6137900,48000
Syria,SYR,2001,384240,298300,114228000,170000,,4957300,45000
Syria,SYR,2002,427700,301600,123188000,170000,,3555900,45000
Syria,SYR,2003,427500,411100,159429000,170000,,4243500,43000
Syria,SYR,2004,438180,400000,170373000,170000,,4480800,47000
Syria,SYR,2005,501520,427700,162062000,150000,,4497800,47000
Syria,SYR,2006,548220,450700,173582000,150000,,4686675,50000
Syria,SYR,2007,437000,337000,121334000,160000,,5114175,30000
Syria,SYR,2008,425000,338000,129089000,200000,,4612500,31000
Syria,SYR,2009,420000,329000,131968000,149000,,4738425,32000
Syria,SYR,2010,410660,445793,131535000,47000,,3829925,30000
Syria,SYR,2011,472553,482103,132480000,39000,,4310725,30000
Syria,SYR,2012,454920,473620,112435000,39000,,4303025,15000
Syria,SYR,2013,465865,473933,107306000,39000,,4096848,15000
Syria,SYR,2014,471128,474000,88435000,38000,,4100000,14000
Syria,SYR,2015,456000,474000,83800000,33000,,4100000,10000
Syria,SYR,2016,456000,474000,83800000,37000,,4100000,13000
Syria,SYR,2017,456000,474000,83800000,31000,,4100000,12000
Syria,SYR,2018,456000,474000,83800000,31000,,4100000,12000
Syria,SYR,2019,435279,437500,96517000,29000,,4014336,12000
Syria,SYR,2020,431738,460094,99289000,28000,,4127613,12000
Syria,SYR,2021,432234,451030,87254000,27000,,4426152,12000
Syria,SYR,2022,427549,480573,75963000,28000,,4690220,12000
Taiwan,TWN,1961,4210,33371,15830000,657000,2429503,,7822000
Taiwan,TWN,1962,9872,35058,16100000,662000,2607017,,7915000
Taiwan,TWN,1963,15441,31626,16386000,697000,2564174,,8104000
Taiwan,TWN,1964,13024,37804,16988000,736000,2544696,,8827000
Taiwan,TWN,1965,7780,38430,19737000,819000,2694925,,10756000
Taiwan,TWN,1966,9399,43734,21771000,899000,3015977,,11100000
Taiwan,TWN,1967,14571,43718,24560000,945000,3439764,,11676000
Taiwan,TWN,1968,21003,41263,27573000,1004000,3528859,,13466000
Taiwan,TWN,1969,21143,43225,28871000,1044000,3634206,,13177000
Taiwan,TWN,1970,18933,45570,29644000,1093000,4319801,,13596000
Taiwan,TWN,1971,14972,44748,33405000,1098000,4374787,,14606000
Taiwan,TWN,1972,9465,39525,44683000,1152000,4537263,,17003000
Taiwan,TWN,1973,12158,41967,48955000,1209000,5803702,,13819000
Taiwan,TWN,1974,11429,42876,50015000,1245000,5079493,,17518000
Taiwan,TWN,1975,8563,49083,56044000,1314000,4224657,,18599000
Taiwan,TWN,1976,24551,59679,64776000,1377000,5582657,,20091000
Taiwan,TWN,1977,35032,54343,79112000,1398000,6197405,,23151000
Taiwan,TWN,1978,23369,33249,91463000,1398000,6204549,,26406000
Taiwan,TWN,1979,18752,22710,94253000,1409000,7427575,,27381000
Taiwan,TWN,1980,13012,22088,104685000,1381000,7750098,,27585000
Taiwan,TWN,1981,12303,22659,115670000,1310000,7738018,,32026000
Taiwan,TWN,1982,13313,22276,122353000,1238000,7940732,,33932000
Taiwan,TWN,1983,16025,22910,154815000,1281000,8482357,,35901000
Taiwan,TWN,1984,14428,25337,155000000,1274000,9264780,,34456000
Taiwan,TWN,1985,13669,22548,154686000,1163000,10380258,,31894000
Taiwan,TWN,1986,15624,21069,155917000,1383000,10529594,,34347000
Taiwan,TWN,1987,16270,21276,174400000,1111000,11295604,,39745000
Taiwan,TWN,1988,21502,27931,193018000,920000,11020942,,37717000
Taiwan,TWN,1989,21463,33167,215940000,899000,11078268,,39952000
Taiwan,TWN,1990,20931,24155,226556000,758000,12121873,,39900000
Taiwan,TWN,1991,19892,25542,233971000,636000,13525987,,36295000
Taiwan,TWN,1992,20829,34449,257666000,543000,13310000,,40558000
Taiwan,TWN,1993,21565,76814,288243000,521000,13225000,,45483000
Taiwan,TWN,1994,22532,121881,301914000,458000,13860000,,40886000
Taiwan,TWN,1995,28861,179591,319820000,415000,14180000,,42580000
Taiwan,TWN,1996,28668,222060,345509000,398000,14310000,,41759000
Taiwan,TWN,1997,28970,225781,389966000,429000,11400000,,41156000
Taiwan,TWN,1998,25977,202721,389524000,432000,9800000,,35719000
Taiwan,TWN,1999,25840,183869,385563000,488000,8980000,,35208000
Taiwan,TWN,2000,24505,169365,389770000,500000,9990000,,34099000
Taiwan,TWN,2001,25286,148658,376196000,458000,10420000,,32142000
Taiwan,TWN,2002,26517,139815,377522000,387000,10060000,,31012000
Taiwan,TWN,2003,27617,128851,371420000,364000,9460000,,31040000
Taiwan,TWN,2004,25589,122533,377960000,386000,9410000,,32255000
Taiwan,TWN,2005,28326,133017,337632000,376000,9499457,,33596000
Taiwan,TWN,2006,26419,159060,346153000,335000,9624662,,37741000
Taiwan,TWN,2007,25739,138807,333504000,301000,9418921,,36862000
Taiwan,TWN,2008,26654,129192,322182000,280000,8727229,,31730000
Taiwan,TWN,2009,28733,117161,329151000,230000,8745585,,29246000
Taiwan,TWN,2010,30000,105575,327244000,216000,8575777,,30301000
Taiwan,TWN,2011,29100,92582,350120000,249000,8786528,,30515000
Taiwan,TWN,2012,29223,90129,324521000,237000,8965036,,28952000
Taiwan,TWN,2013,31700,74499,307487000,221000,8720858,,33955000
Taiwan,TWN,2014,32700,71962,326298000,212000,8067477,,38332000
Taiwan,TWN,2015,32300,71927,321139000,197000,8229635,,35061000
Taiwan,TWN,2016,32000,67892,340754000,184000,8144235,,36184000
Taiwan,TWN,2017,35121,63761,335214000,185000,7947275,,37719000
Taiwan,TWN,2018,35278,58185,353047000,178000,8073454,,37073000
Taiwan,TWN,2019,36741,57194,370644000,160000,7979588,,38294000
Taiwan,TWN,2020,37933,55249,379596000,194000,8184152,,36083000
Taiwan,TWN,2021,38698,50766,395868000,173000,8036288,,34587000
Taiwan,TWN,2022,40470,49159,382208000,141000,7881954,,34102000
Tajikistan,TJK,1992,356600,,6000000,,67500,1311300,
Tajikistan,TJK,1993,225000,,2100000,,52239,830000,
Tajikistan,TJK,1994,190000,,1400000,,42495,760000,
Tajikistan,TJK,1995,188000,,697000,,12500,738600,
Tajikistan,TJK,1996,194000,,230000,,2500,706000,
Tajikistan,TJK,1997,148500,,115000,,1954,786008,
Tajikistan,TJK,1998,144433,,115000,,1117,893000,
Tajikistan,TJK,1999,127693,,116000,,1118,880000,
Tajikistan,TJK,2000,135768,,120000,,932,860000,
Tajikistan,TJK,2001,136104,,182000,,1025,873000,
Tajikistan,TJK,2002,139430,,115000,,559,1030000,
Tajikistan,TJK,2003,142000,,115000,,653,1290000,
Tajikistan,TJK,2004,153500,,225000,,458,1388000,
Tajikistan,TJK,2005,151000,,225000,,553,1770000,
Tajikistan,TJK,2006,135000,,800000,,679,1888000,
Tajikistan,TJK,2007,143000,,800000,,560,2000000,
Tajikistan,TJK,2008,142000,,1300000,,627,2380000,
Tajikistan,TJK,2009,146900,,5200000,,549,2450000,
Tajikistan,TJK,2010,162000,,1200000,,391,2616000,
Tajikistan,TJK,2011,170000,,2600000,,491,2762000,
Tajikistan,TJK,2012,175000,,8800000,,649,2643000,
Tajikistan,TJK,2013,198000,,1500000,,454,3160000,
Tajikistan,TJK,2014,205000,,1600000,,459,3367177,
Tajikistan,TJK,2015,550000,,1710000,,419,3554109,
Tajikistan,TJK,2016,680000,,3000000,,254,3640675,
Tajikistan,TJK,2017,677507,,2800000,,150,5379989,
Tajikistan,TJK,2018,702712,,3500000,,176,5659831,
Tajikistan,TJK,2019,763393,,7000000,,107,5693574,
Tajikistan,TJK,2020,840000,,13000000,,105,4123716,
Tajikistan,TJK,2021,848491,,14265000,,100,4412099,
Tajikistan,TJK,2022,908315,,11422000,,94,4582506,
Tanzania,TZA,1961,810000,1027000,7045000,,65000,589300,1400000
Tanzania,TZA,1962,809000,1038200,7300000,,65000,608000,1431000
Tanzania,TZA,1963,809000,1038300,7600000,,67000,652228,1461000
Tanzania,TZA,1964,815000,940000,7900000,,70000,544083,1490000
Tanzania,TZA,1965,820000,981200,8700000,,70000,537370,1518000
Tanzania,TZA,1966,967153,983900,9500000,,73100,652970,1548000
Tanzania,TZA,1967,986900,991500,9800000,,75300,651360,1981000
Tanzania,TZA,1968,1017340,1000400,10600000,,77600,650440,1897000
Tanzania,TZA,1969,1038908,1009900,11100000,,80000,649750,1969000
Tanzania,TZA,1970,1054820,1021000,11800000,,82500,649290,2025000
Tanzania,TZA,1971,1076370,1033400,13200000,,85000,649060,2000000
Tanzania,TZA,1972,987000,1047400,14700000,,87600,724800,1900000
Tanzania,TZA,1973,1137100,919200,15500000,,90400,757100,1800000
Tanzania,TZA,1974,1154120,938000,16500000,,93200,772600,1700000
Tanzania,TZA,1975,1187200,957100,17700000,,96000,788350,1600000
Tanzania,TZA,1976,1177000,1206600,18600000,,99200,804450,1500000
Tanzania,TZA,1977,1277100,1231300,19500000,,102400,820850,1400000
Tanzania,TZA,1978,1308420,1256400,20600000,,105100,837600,1300000
Tanzania,TZA,1979,1312000,1282000,21600000,,108400,854700,1200000
Tanzania,TZA,1980,1239500,1277700,21300000,,110100,851890,1100000
Tanzania,TZA,1981,1294100,1334000,23100000,,115200,889400,1000000
Tanzania,TZA,1982,1384698,1507500,23800000,,59500,752060,900000
Tanzania,TZA,1983,1410490,1480500,21500000,,126100,763800,800000
Tanzania,TZA,1984,1496100,1505941,19100000,,198200,719522,773000
Tanzania,TZA,1985,1575000,1632300,19500000,,201600,802100,819000
Tanzania,TZA,1986,1650000,1649700,20400000,,205200,804800,868000
Tanzania,TZA,1987,1661000,1665800,21900000,,205900,807800,900000
Tanzania,TZA,1988,1801000,1680400,23200000,,213000,810900,1000000
Tanzania,TZA,1989,1875638,1734900,25800000,,217000,814400,1100000
Tanzania,TZA,1990,1892000,1790400,26800000,,224000,818100,1200000
Tanzania,TZA,1991,1905000,1850900,30800000,,231000,818000,1200000
Tanzania,TZA,1992,1930000,1905000,32000000,,231000,852000,1200000
Tanzania,TZA,1993,1970000,1968000,37500000,,234500,880000,1200000
Tanzania,TZA,1994,1990000,2033000,33300000,,234500,880000,1200000
Tanzania,TZA,1995,2300000,2240000,37600000,,245000,870000,1200000
Tanzania,TZA,1996,1800000,2220000,35000000,,260000,880000,1200000
Tanzania,TZA,1997,1800000,2240000,38800000,,270000,890000,1200000
Tanzania,TZA,1998,1850000,2270000,42000000,,287000,890000,1200000
